,index,second,vehicleCount
385,385,1,618
386,386,1,623
387,387,1,627
388,388,1,631
389,389,1,636
390,390,1,640
391,391,1,644
392,392,1,649
393,393,1,654
394,394,1,658
395,395,1,662
396,396,1,666
397,397,1,670
398,398,1,674
399,399,1,677
400,400,1,681
401,401,1,684
402,402,1,686
403,403,1,689
404,404,1,691
405,405,1,694
406,406,1,696
407,407,1,698
408,408,1,700
409,409,1,702
410,410,1,704
411,411,1,705
412,412,1,707
413,413,1,709
414,414,1,710
415,415,1,713
416,416,1,715
417,417,1,717
418,418,1,719
419,419,1,721
420,420,1,724
421,421,1,727
422,422,1,730
423,423,1,733
424,424,1,736
425,425,1,739
426,426,1,742
427,427,1,745
428,428,1,749
429,429,1,752
430,430,1,755
431,431,1,758
432,432,1,760
433,433,1,763
434,434,1,766
435,435,1,768
436,436,1,770
437,437,1,771
438,438,1,773
439,439,1,774
440,440,1,775
441,441,1,776
442,442,1,776
443,443,1,777
444,444,1,780
445,445,1,784
446,446,1,787
447,447,1,791
448,448,1,794
449,449,1,798
450,450,1,802
451,451,1,804
452,452,1,807
453,453,1,811
454,454,1,816
455,455,1,821
456,456,1,826
457,457,1,829
458,458,1,831
459,459,1,831
460,460,1,830
461,461,1,828
462,462,1,827
463,463,1,826
464,464,1,825
465,465,1,823
466,466,1,821
467,467,1,819
468,468,1,816
469,469,1,813
470,470,1,810
471,471,1,806
472,472,1,802
473,473,1,798
474,474,1,794
475,475,1,791
476,476,1,786
477,477,1,781
478,478,1,776
479,479,1,772
480,480,1,768
481,481,1,763
482,482,1,758
483,483,1,754
484,484,1,751
485,485,1,749
486,486,1,746
487,487,1,743
488,488,1,739
489,489,1,735
490,490,1,731
491,491,1,727
492,492,1,723
493,493,1,719
494,494,1,715
495,495,1,712
496,496,1,708
497,497,1,705
498,498,1,702
499,499,1,700
500,500,1,697
501,501,1,694
502,502,1,690
503,503,1,687
504,504,1,686
505,505,1,684
506,506,1,681
507,507,1,678
508,508,1,675
509,509,1,673
510,510,1,671
511,511,1,668
512,512,1,665
513,513,1,663
514,514,1,661
515,515,1,659
516,516,1,656
517,517,1,653
518,518,1,651
519,519,1,649
520,520,1,648
521,521,1,646
522,522,1,645
523,523,1,643
524,524,1,641
525,525,1,638
526,526,1,636
527,527,1,634
528,528,1,632
529,529,1,629
530,530,1,627
531,531,1,624
532,532,1,622
533,533,1,621
534,534,1,621
535,535,1,621
536,536,1,621
537,537,1,622
538,538,1,622
539,539,1,621
540,540,1,620
541,541,1,618
542,542,1,615
543,543,1,614
544,544,1,612
545,545,1,611
546,546,1,609
547,547,1,606
548,548,1,603
549,549,1,600
550,550,1,595
551,551,1,590
552,552,1,584
553,553,1,580
554,554,1,577
555,555,1,574
556,556,1,571
557,557,1,569
558,558,1,567
559,559,1,565
560,560,1,564
561,561,1,562
562,562,1,561
563,563,1,560
564,564,1,560
565,565,1,559
566,566,1,558
567,567,1,557
568,568,1,556
569,569,1,556
570,570,1,557
571,571,1,556
572,572,1,556
573,573,1,556
574,574,1,556
575,575,1,555
576,576,1,555
577,577,1,555
578,578,1,555
579,579,1,554
580,580,1,554
581,581,1,554
582,582,1,554
583,583,1,554
584,584,1,554
585,585,1,554
586,586,1,554
587,587,1,554
588,588,1,553
589,589,1,553
590,590,1,553
591,591,1,553
592,592,1,553
593,593,1,553
594,594,1,553
595,595,1,554
596,596,1,554
597,597,1,555
598,598,1,555
599,599,1,555
600,600,1,555
601,601,1,554
602,602,1,555
603,603,1,556
604,604,1,557
605,605,1,557
606,606,1,557
607,607,1,557
608,608,1,557
609,609,1,557
610,610,1,556
611,611,1,556
612,612,1,556
613,613,1,556
614,614,1,557
615,615,1,558
616,616,1,558
617,617,1,559
618,618,1,560
619,619,1,560
620,620,1,561
621,621,1,561
622,622,1,562
623,623,1,563
624,624,1,565
625,625,1,566
626,626,1,567
627,627,1,568
628,628,1,569
629,629,1,569
630,630,1,569
631,631,1,568
632,632,1,568
633,633,1,567
634,634,1,566
635,635,1,565
636,636,1,564
637,637,1,563
638,638,1,561
639,639,1,559
640,640,1,558
641,641,1,555
642,642,1,553
643,643,1,552
644,644,1,551
645,645,1,550
646,646,1,551
647,647,1,551
648,648,1,550
649,649,1,550
650,650,1,550
651,651,1,550
652,652,1,551
653,653,1,551
654,654,1,552
655,655,1,553
656,656,1,553
657,657,1,555
658,658,1,556
659,659,1,557
660,660,1,557
661,661,1,558
662,662,1,558
663,663,1,558
664,664,1,559
665,665,1,559
666,666,1,560
667,667,1,559
668,668,1,560
669,669,1,559
670,670,1,559
671,671,1,559
672,672,1,559
673,673,1,560
674,674,1,560
675,675,1,560
676,676,1,560
677,677,1,560
678,678,1,560
679,679,1,560
680,680,1,559
681,681,1,559
682,682,1,559
683,683,1,558
684,684,1,557
685,685,1,557
686,686,1,557
687,687,1,557
688,688,1,558
689,689,1,558
690,690,1,559
691,691,1,559
692,692,1,560
693,693,1,561
694,694,1,562
695,695,1,564
696,696,1,565
697,697,1,566
698,698,1,568
699,699,1,571
700,700,1,572
701,701,1,574
702,702,1,576
703,703,1,577
704,704,1,578
705,705,1,579
706,706,1,580
707,707,1,581
708,708,1,582
709,709,1,583
710,710,1,584
711,711,1,584
712,712,1,584
713,713,1,585
714,714,1,587
715,715,1,587
716,716,1,588
717,717,1,589
718,718,1,589
719,719,1,589
720,720,1,590
721,721,1,590
722,722,1,590
723,723,1,590
724,724,1,591
725,725,1,591
726,726,1,591
727,727,1,590
728,728,1,589
729,729,1,587
730,730,1,584
731,731,1,583
732,732,1,581
733,733,1,580
734,734,1,578
735,735,1,577
736,736,1,575
737,737,1,575
738,738,1,574
739,739,1,574
740,740,1,574
741,741,1,574
742,742,1,574
743,743,1,575
744,744,1,577
745,745,1,578
746,746,1,580
747,747,1,581
748,748,1,582
749,749,1,584
750,750,1,585
751,751,1,586
752,752,1,586
753,753,1,587
754,754,1,588
755,755,1,589
756,756,1,589
757,757,1,590
758,758,1,590
759,759,1,590
760,760,1,590
761,761,1,589
762,762,1,589
763,763,1,589
764,764,1,589
765,765,1,588
766,766,1,587
767,767,1,588
768,768,1,588
769,769,1,588
770,770,1,589
771,771,1,589
772,772,1,589
773,773,1,590
774,774,1,590
775,775,1,591
776,776,1,592
777,777,1,593
778,778,1,593
779,779,1,594
780,780,1,596
781,781,1,596
782,782,1,596
783,783,1,597
784,784,1,598
785,785,1,598
786,786,1,598
787,787,1,598
788,788,1,599
789,789,1,600
790,790,1,600
791,791,1,600
792,792,1,600
793,793,1,600
794,794,1,600
795,795,1,599
796,796,1,598
797,797,1,597
798,798,1,596
799,799,1,595
800,800,1,592
801,801,1,591
802,802,1,589
803,803,1,589
804,804,1,590
805,805,1,590
806,806,1,592
807,807,1,593
808,808,1,594
809,809,1,595
810,810,1,595
811,811,1,595
812,812,1,595
813,813,1,596
814,814,1,597
815,815,1,596
816,816,1,595
817,817,1,593
818,818,1,591
819,819,1,589
820,820,1,586
821,821,1,583
822,822,1,580
823,823,1,577
824,824,1,575
825,825,1,572
826,826,1,570
827,827,1,568
828,828,1,566
829,829,1,566
830,830,1,565
831,831,1,566
832,832,1,566
833,833,1,567
834,834,1,568
835,835,1,569
836,836,1,570
837,837,1,571
838,838,1,572
839,839,1,572
840,840,1,573
841,841,1,575
842,842,1,576
843,843,1,577
844,844,1,578
845,845,1,580
846,846,1,580
847,847,1,581
848,848,1,582
849,849,1,581
850,850,1,581
851,851,1,580
852,852,1,579
853,853,1,579
854,854,1,579
855,855,1,579
856,856,1,579
857,857,1,579
858,858,1,579
859,859,1,578
860,860,1,577
861,861,1,577
862,862,1,577
863,863,1,577
864,864,1,577
865,865,1,577
866,866,1,577
867,867,1,577
868,868,1,577
869,869,1,578
870,870,1,578
871,871,1,579
872,872,1,579
873,873,1,580
874,874,1,580
875,875,1,581
876,876,1,581
877,877,1,582
878,878,1,583
879,879,1,584
880,880,1,585
881,881,1,585
882,882,1,586
883,883,1,588
884,884,1,589
885,885,1,590
886,886,1,590
887,887,1,589
888,888,1,588
889,889,1,588
890,890,1,588
891,891,1,588
892,892,1,588
893,893,1,588
894,894,1,589
895,895,1,590
896,896,1,592
897,897,1,595
898,898,1,597
899,899,1,599
900,900,1,602
901,901,1,605
902,902,1,607
903,903,1,610
904,904,1,613
905,905,1,616
906,906,1,618
907,907,1,619
908,908,1,619
909,909,1,618
910,910,1,617
911,911,1,615
912,912,1,613
913,913,1,610
914,914,1,609
915,915,1,607
916,916,1,606
917,917,1,606
918,918,1,606
919,919,1,606
920,920,1,605
921,921,1,605
922,922,1,605
923,923,1,606
924,924,1,607
925,925,1,609
926,926,1,611
927,927,1,613
928,928,1,615
929,929,1,617
930,930,1,621
931,931,1,624
932,932,1,627
933,933,1,631
934,934,1,633
935,935,1,636
936,936,1,639
937,937,1,641
938,938,1,643
939,939,1,644
940,940,1,646
941,941,1,648
942,942,1,651
943,943,1,653
944,944,1,655
945,945,1,657
946,946,1,658
947,947,1,658
948,948,1,657
949,949,1,658
950,950,1,658
951,951,1,659
952,952,1,659
953,953,1,660
954,954,1,663
955,955,1,666
956,956,1,669
957,957,1,674
958,958,1,678
959,959,1,684
960,960,1,689
961,961,1,694
962,962,1,699
963,963,1,705
964,964,1,710
965,965,1,715
966,966,1,719
967,967,1,722
968,968,1,726
969,969,1,729
970,970,1,732
971,971,1,733
972,972,1,734
973,973,1,734
974,974,1,734
975,975,1,735
976,976,1,734
977,977,1,734
978,978,1,735
979,979,1,736
980,980,1,737
981,981,1,740
982,982,1,742
983,983,1,745
984,984,1,749
985,985,1,756
986,986,1,762
987,987,1,768
988,988,1,774
989,989,1,780
990,990,1,787
991,991,1,792
992,992,1,797
993,993,1,802
994,994,1,806
995,995,1,812
996,996,1,815
997,997,1,817
998,998,1,817
999,999,1,818
1000,1000,1,817
1001,1001,1,815
1002,1002,1,812
1003,1003,1,811
1004,1004,1,810
1005,1005,1,810
1006,1006,1,810
1007,1007,1,810
1008,1008,1,810
1009,1009,1,811
1010,1010,1,812
1011,1011,1,812
1012,1012,1,814
1013,1013,1,817
1014,1014,1,819
1015,1015,1,823
1016,1016,1,825
1017,1017,1,828
1018,1018,1,831
1019,1019,1,834
1020,1020,1,839
1021,1021,1,843
1022,1022,1,846
1023,1023,1,848
1024,1024,1,852
1025,1025,1,856
1026,1026,1,859
1027,1027,1,863
1028,1028,1,866
1029,1029,1,869
1030,1030,1,872
1031,1031,1,874
1032,1032,1,875
1033,1033,1,877
1034,1034,1,879
1035,1035,1,882
1036,1036,1,883
1037,1037,1,883
1038,1038,1,883
1039,1039,1,883
1040,1040,1,884
1041,1041,1,884
1042,1042,1,883
1043,1043,1,883
1044,1044,1,883
1045,1045,1,884
1046,1046,1,885
1047,1047,1,885
1048,1048,1,886
1049,1049,1,886
1050,1050,1,888
1051,1051,1,889
1052,1052,1,890
1053,1053,1,892
1054,1054,1,894
1055,1055,1,897
1056,1056,1,899
1057,1057,1,902
1058,1058,1,906
1059,1059,1,909
1060,1060,1,914
1061,1061,1,918
1062,1062,1,920
1063,1063,1,921
1064,1064,1,924
1065,1065,1,928
1066,1066,1,931
1067,1067,1,933
1068,1068,1,935
1069,1069,1,938
1070,1070,1,940
1071,1071,1,942
1072,1072,1,943
1073,1073,1,946
1074,1074,1,949
1075,1075,1,953
1076,1076,1,957
1077,1077,1,961
1078,1078,1,965
1079,1079,1,969
1080,1080,1,975
1081,1081,1,979
1082,1082,1,982
1083,1083,1,985
1084,1084,1,988
1085,1085,1,993
1086,1086,1,996
1087,1087,1,997
1088,1088,1,998
1089,1089,1,998
1090,1090,1,999
1091,1091,1,998
1092,1092,1,996
1093,1093,1,995
1094,1094,1,993
1095,1095,1,993
1096,1096,1,990
1097,1097,1,987
1098,1098,1,986
1099,1099,1,985
1100,1100,1,985
1101,1101,1,984
1102,1102,1,982
1103,1103,1,981
1104,1104,1,981
1105,1105,1,982
1106,1106,1,982
1107,1107,1,981
1108,1108,1,981
1109,1109,1,982
1110,1110,1,983
1111,1111,1,984
1112,1112,1,984
1113,1113,1,984
1114,1114,1,985
1115,1115,1,986
1116,1116,1,986
1117,1117,1,986
1118,1118,1,985
1119,1119,1,985
1120,1120,1,986
1121,1121,1,987
1122,1122,1,986
1123,1123,1,986
1124,1124,1,986
1125,1125,1,987
1126,1126,1,987
1127,1127,1,987
1128,1128,1,986
1129,1129,1,985
1130,1130,1,985
1131,1131,1,986
1132,1132,1,985
1133,1133,1,984
1134,1134,1,983
1135,1135,1,983
1136,1136,1,982
1137,1137,1,981
1138,1138,1,980
1139,1139,1,980
1140,1140,1,980
1141,1141,1,980
1142,1142,1,979
1143,1143,1,979
1144,1144,1,979
1145,1145,1,980
1146,1146,1,980
1147,1147,1,980
1148,1148,1,980
1149,1149,1,980
1150,1150,1,982
1151,1151,1,982
1152,1152,1,982
1153,1153,1,982
1154,1154,1,983
1155,1155,1,984
1156,1156,1,983
1157,1157,1,982
1158,1158,1,980
1159,1159,1,980
1160,1160,1,980
1161,1161,1,979
1162,1162,1,978
1163,1163,1,978
1164,1164,1,980
1165,1165,1,983
1166,1166,1,985
1167,1167,1,986
1168,1168,1,987
1169,1169,1,989
1170,1170,1,991
1171,1171,1,991
1172,1172,1,991
1173,1173,1,992
1174,1174,1,994
1175,1175,1,996
1176,1176,1,996
1177,1177,1,996
1178,1178,1,995
1179,1179,1,995
1180,1180,1,994
1181,1181,1,991
1182,1182,1,988
1183,1183,1,985
1184,1184,1,983
1185,1185,1,982
1186,1186,1,980
1187,1187,1,979
1188,1188,1,979
1189,1189,1,978
1190,1190,1,978
1191,1191,1,977
1192,1192,1,976
1193,1193,1,974
1194,1194,1,974
1195,1195,1,973
1196,1196,1,971
1197,1197,1,969
1198,1198,1,967
1199,1199,1,967
1200,1200,1,966
1201,1201,1,964
1202,1202,1,961
1203,1203,1,959
1204,1204,1,958
1205,1205,1,957
1206,1206,1,954
1207,1207,1,951
1208,1208,1,949
1209,1209,1,947
1210,1210,1,946
1211,1211,1,942
1212,1212,1,938
1213,1213,1,935
1214,1214,1,933
1215,1215,1,932
1216,1216,1,929
1217,1217,1,925
1218,1218,1,922
1219,1219,1,919
1220,1220,1,918
1221,1221,1,914
1222,1222,1,911
1223,1223,1,909
1224,1224,1,907
1225,1225,1,906
1226,1226,1,903
1227,1227,1,901
1228,1228,1,899
1229,1229,1,898
1230,1230,1,897
1231,1231,1,894
1232,1232,1,892
1233,1233,1,890
1234,1234,1,889
1235,1235,1,887
1236,1236,1,884
1237,1237,1,881
1238,1238,1,880
1239,1239,1,878
1240,1240,1,876
1241,1241,1,873
1242,1242,1,871
1243,1243,1,869
1244,1244,1,868
1245,1245,1,866
1246,1246,1,864
1247,1247,1,861
1248,1248,1,858
1249,1249,1,855
1250,1250,1,853
1251,1251,1,848
1252,1252,1,845
1253,1253,1,843
1254,1254,1,842
1255,1255,1,841
1256,1256,1,838
1257,1257,1,835
1258,1258,1,833
1259,1259,1,832
1260,1260,1,831
1261,1261,1,828
1262,1262,1,826
1263,1263,1,824
1264,1264,1,822
1265,1265,1,821
1266,1266,1,817
1267,1267,1,814
1268,1268,1,810
1269,1269,1,807
1270,1270,1,804
1271,1271,1,799
1272,1272,1,794
1273,1273,1,790
1274,1274,1,787
1275,1275,1,783
1276,1276,1,778
1277,1277,1,773
1278,1278,1,769
1279,1279,1,765
1280,1280,1,762
1281,1281,1,757
1282,1282,1,753
1283,1283,1,751
1284,1284,1,748
1285,1285,1,746
1286,1286,1,742
1287,1287,1,737
1288,1288,1,733
1289,1289,1,730
1290,1290,1,726
1291,1291,1,721
1292,1292,1,716
1293,1293,1,713
1294,1294,1,711
1295,1295,1,710
1296,1296,1,706
1297,1297,1,701
1298,1298,1,697
1299,1299,1,694
1300,1300,1,691
1301,1301,1,686
1302,1302,1,681
1303,1303,1,676
1304,1304,1,672
1305,1305,1,667
1306,1306,1,662
1307,1307,1,656
1308,1308,1,653
1309,1309,1,650
1310,1310,1,647
1311,1311,1,642
1312,1312,1,638
1313,1313,1,636
1314,1314,1,633
1315,1315,1,632
1316,1316,1,628
1317,1317,1,625
1318,1318,1,622
1319,1319,1,620
1320,1320,1,618
1321,1321,1,615
1322,1322,1,611
1323,1323,1,608
1324,1324,1,604
1325,1325,1,602
1326,1326,1,598
1327,1327,1,594
1328,1328,1,590
1329,1329,1,585
1330,1330,1,582
1331,1331,1,577
1332,1332,1,572
1333,1333,1,569
1334,1334,1,565
1335,1335,1,561
1336,1336,1,559
1337,1337,1,556
1338,1338,1,554
1339,1339,1,552
1340,1340,1,550
1341,1341,1,548
1342,1342,1,547
1343,1343,1,547
1344,1344,1,546
1345,1345,1,546
1346,1346,1,546
1347,1347,1,545
1348,1348,1,545
1349,1349,1,545
1350,1350,1,545
1351,1351,1,544
1352,1352,1,544
1353,1353,1,544
1354,1354,1,544
1355,1355,1,542
1356,1356,1,542
1357,1357,1,541
1358,1358,1,540
1359,1359,1,538
1360,1360,1,537
1361,1361,1,535
1362,1362,1,533
1363,1363,1,532
1364,1364,1,531
1365,1365,1,531
1366,1366,1,530
1367,1367,1,530
1368,1368,1,529
1369,1369,1,529
1370,1370,1,528
1371,1371,1,528
1372,1372,1,528
1373,1373,1,528
1374,1374,1,528
1375,1375,1,528
1376,1376,1,528
1377,1377,1,529
1378,1378,1,529
1379,1379,1,529
1380,1380,1,529
1381,1381,1,530
1382,1382,1,530
1383,1383,1,530
1384,1384,1,530
1385,1385,1,529
1386,1386,1,529
1387,1387,1,529
1388,1388,1,529
1389,1389,1,528
1390,1390,1,528
1391,1391,1,528
1392,1392,1,527
1393,1393,1,526
1394,1394,1,526
1395,1395,1,525
1396,1396,1,525
1397,1397,1,524
1398,1398,1,524
1399,1399,1,524
1400,1400,1,524
1401,1401,1,524
1402,1402,1,524
1403,1403,1,524
1404,1404,1,524
1405,1405,1,524
1406,1406,1,524
1407,1407,1,524
1408,1408,1,523
1409,1409,1,523
1410,1410,1,523
1411,1411,1,523
1412,1412,1,523
1413,1413,1,523
1414,1414,1,522
1415,1415,1,521
1416,1416,1,521
1417,1417,1,520
1418,1418,1,520
1419,1419,1,520
1420,1420,1,519
1421,1421,1,519
1422,1422,1,519
1423,1423,1,518
1424,1424,1,518
1425,1425,1,517
1426,1426,1,517
1427,1427,1,517
1428,1428,1,517
1429,1429,1,516
1430,1430,1,516
1431,1431,1,515
1432,1432,1,514
1433,1433,1,514
1434,1434,1,513
1435,1435,1,512
1436,1436,1,511
1437,1437,1,510
1438,1438,1,509
1439,1439,1,508
1440,1440,1,500
1441,1441,1,500
1442,1442,1,500
1443,1443,1,500
1444,1444,1,500
1445,1445,1,500
1446,1446,1,500
1447,1447,1,500
1448,1448,1,500
1449,1449,1,500
1450,1450,1,500
1451,1451,1,500
1452,1452,1,500
1453,1453,1,500
1454,1454,1,500
1455,1455,1,500
1456,1456,1,500
1457,1457,1,500
1458,1458,1,500
1459,1459,1,500
1460,1460,1,500
1461,1461,1,500
1462,1462,1,500
1463,1463,1,500
1464,1464,1,500
1465,1465,1,500
1466,1466,1,500
1467,1467,1,500
1468,1468,1,500
1469,1469,1,500
1470,1470,1,500
1471,1471,1,500
1472,1472,1,500
1473,1473,1,500
1474,1474,1,500
1475,1475,1,500
1476,1476,1,500
1477,1477,1,500
1478,1478,1,500
1479,1479,1,500
1480,1480,1,500
1481,1481,1,500
1482,1482,1,500
1483,1483,1,500
1484,1484,1,500
1485,1485,1,500
1486,1486,1,500
1487,1487,1,500
1488,1488,1,500
1489,1489,1,500
1490,1490,1,500
1491,1491,1,500
1492,1492,1,500
1493,1493,1,500
1494,1494,1,500
1495,1495,1,500
1496,1496,1,500
1497,1497,1,500
1498,1498,1,500
1499,1499,1,500
1500,1500,1,500
1501,1501,1,500
1502,1502,1,500
1503,1503,1,500
1504,1504,1,500
1505,1505,1,500
1506,1506,1,500
1507,1507,1,500
1508,1508,1,500
1509,1509,1,500
1510,1510,1,501
1511,1511,1,501
1512,1512,1,501
1513,1513,1,501
1514,1514,1,501
1515,1515,1,501
1516,1516,1,501
1517,1517,1,501
1518,1518,1,501
1519,1519,1,501
1520,1520,1,501
1521,1521,1,501
1522,1522,1,501
1523,1523,1,501
1524,1524,1,501
1525,1525,1,501
1526,1526,1,501
1527,1527,1,501
1528,1528,1,501
1529,1529,1,501
1530,1530,1,501
1531,1531,1,501
1532,1532,1,501
1533,1533,1,501
1534,1534,1,501
1535,1535,1,501
1536,1536,1,501
1537,1537,1,501
1538,1538,1,501
1539,1539,1,501
1540,1540,1,501
1541,1541,1,501
1542,1542,1,501
1543,1543,1,501
1544,1544,1,501
1545,1545,1,501
1546,1546,1,501
1547,1547,1,501
1548,1548,1,501
1549,1549,1,500
1550,1550,1,500
1551,1551,1,500
1552,1552,1,500
1553,1553,1,500
1554,1554,1,500
1555,1555,1,500
1556,1556,1,500
1557,1557,1,500
1558,1558,1,500
1559,1559,1,500
1560,1560,1,500
1561,1561,1,500
1562,1562,1,500
1563,1563,1,500
1564,1564,1,500
1565,1565,1,500
1566,1566,1,500
1567,1567,1,500
1568,1568,1,500
1569,1569,1,500
1570,1570,1,500
1571,1571,1,500
1572,1572,1,500
1573,1573,1,500
1574,1574,1,500
1575,1575,1,500
1576,1576,1,500
1577,1577,1,500
1578,1578,1,500
1579,1579,1,500
1580,1580,1,500
1581,1581,1,500
1582,1582,1,500
1583,1583,1,500
1584,1584,1,500
1585,1585,1,500
1586,1586,1,500
1587,1587,1,501
1588,1588,1,501
1589,1589,1,501
1590,1590,1,501
1591,1591,1,501
1592,1592,1,501
1593,1593,1,501
1594,1594,1,501
1595,1595,1,501
1596,1596,1,501
